id,Associated Disease
6249,hereditary spastic paraplegia 4
6250,hereditary spastic paraplegia 42
6251,hereditary spastic paraplegia 43
6252,hereditary spastic paraplegia 44
6253,hereditary spastic paraplegia 45
6254,hereditary spastic paraplegia 46
6255,hereditary spastic paraplegia 47
6256,hereditary spastic paraplegia 48
6257,hereditary spastic paraplegia 49
6258,hereditary spastic paraplegia 50
6259,hereditary spastic paraplegia 51
6260,hereditary spastic paraplegia 52
6261,hereditary spastic paraplegia 53
6262,hereditary spastic paraplegia 54
6263,hereditary spastic paraplegia 55
6264,hereditary spastic paraplegia 56
6265,hereditary spastic paraplegia 57
6266,hereditary spastic paraplegia 5A
6267,hereditary spastic paraplegia 6
6268,hereditary spastic paraplegia 61
6269,hereditary spastic paraplegia 62
6270,hereditary spastic paraplegia 63
6271,hereditary spastic paraplegia 64
6272,hereditary spastic paraplegia 7
6273,hereditary spastic paraplegia 72
6274,hereditary spastic paraplegia 73
6275,hereditary spastic paraplegia 74
6276,hereditary spastic paraplegia 75
6277,hereditary spastic paraplegia 77
6278,hereditary spastic paraplegia 8
6279,hereditary spastic paraplegia 9A
6280,hereditary spherocytosis
6281,hereditary spherocytosis type 1
6282,hereditary spherocytosis type 2
6283,hereditary spherocytosis type 3
6284,hereditary spherocytosis type 4
6285,hereditary spherocytosis type 5
6286,hereditary thrombocytopenia and hematologic cancer predisposition syndrome
6287,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1
6288,hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
6289,hereditary thrombophilia due to congenital protein C deficiency
6290,hereditary thrombophilia due to congenital protein S deficiency
6291,Hereditary vascular retinopathy
6292,hereditary von Willebrand disease
6293,hereditary Wilms tumor
6294,Hereditary X-Linked Recessive Spastic Paraplegia
6295,hereditary xanthinuria
6296,"Hereditary, Type VII, Motor and Sensory Neuropathy"
6297,"Heredodegenerative Disorders, Nervous System"
6298,Herlitz Disease
6299,Hermanski-Pudlak Syndrome
6300,Hermansky-Pudlak syndrome
6301,Hermansky-Pudlak syndrome 1
6302,Hermansky-Pudlak syndrome 10
6303,Hermansky-Pudlak syndrome 2
6304,Hermansky-Pudlak syndrome 3
6305,Hermansky-Pudlak syndrome 4
6306,Hermansky-Pudlak syndrome 5
6307,Hermansky-Pudlak syndrome 6
6308,Hermansky-Pudlak syndrome 7
6309,Hermansky-Pudlak syndrome 8
6310,Hermansky-Pudlak syndrome 9
6311,"Hernia, Inguinal"
6312,"Hernias, Diaphragmatic, Congenital"
6313,HERNS syndrome
6314,heroin dependence
6315,Heroin Smoking
6316,Herpes encephalitis
6317,herpes simplex encephalitis
6318,"herpes simplex encephalitis, susceptibility to, 1"
6319,"herpes simplex encephalitis, susceptibility to, 2"
6320,"herpes simplex encephalitis, susceptibility to, 3"
6321,"herpes simplex encephalitis, susceptibility to, 4"
6322,"herpes simplex encephalitis, susceptibility to, 7"
6323,herpes zoster
6324,Herpes zoster keratitis
6325,Herpes zoster keratoconjunctivitis
6326,Herpesviridae Infections
6327,Herpesviridae infectious disease
6328,Herpetic Acute Necrotizing Encephalitis
6329,Herpetic meningoencephalitis
6330,Heterotaxy Syndrome
6331,"heterotaxy, visceral, 1, X-linked"
6332,"heterotaxy, visceral, 2, autosomal"
6333,"heterotaxy, visceral, 4, autosomal"
6334,"Heterotaxy, Visceral, 5, Autosomal"
6335,"heterotaxy, visceral, 6, autosomal"
6336,"heterotaxy, visceral, 7, autosomal"
6337,"heterotaxy, visceral, 8, autosomal"
6338,"Heterotopia, Periventricular Nodular, with Frontometaphyseal Dysplasia"
6339,"Heterotopia, Periventricular, Ehlers-Danlos Variant"
6340,"heterotopia, periventricular, X-linked dominant"
6341,Heterotopic Ossification
6342,Hexosaminidase alpha-Subunit Deficiency (Variant B)
6343,Heymann Nephritis
6344,hiatus hernia
6345,"Hibernation, Myocardial"
6346,hibernoma
6347,hidradenitis suppurativa
6348,"Hidradenitis suppurativa, familial"
6349,Hidrotic Ectodermal Dysplasia
6350,High altitude pulmonary edema
6351,High altitude pulmonary hypertension
6352,HIGH BONE MASS
6353,High bone mass trait
6354,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 10
6355,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12
6356,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6
6357,High density lipoprotein deficiency
6358,High Grade Lymphoma (neoplasm)
6359,High molecular weight kininogen deficiency
6360,high myopia-sensorineural deafness syndrome
6361,"Hip Dislocation, Congenital"
6362,"hip dysplasia, Beukes type"
6363,hip fracture
6364,Hip Fractures
6365,Hirschsprung disease
6366,Hirschsprung disease-ganglioneuroblastoma syndrome
6367,"Hirschsprung disease, cardiac defects, and autonomic dysfunction"
6368,"Hirschsprung disease, susceptibility to, 1"
6369,"Hirschsprung disease, susceptibility to, 2"
6370,"Hirschsprung disease, susceptibility to, 3"
6371,"Hirschsprung disease, susceptibility to, 4"
6372,Hirsutism
6373,histidinemia
6374,histidinuria due to a renal tubular defect
6375,histiocytoid cardiomyopathy
6376,"histiocytoma, Angiomatoid fibrous"
6377,histiocytosis
6378,histiocytosis-lymphadenopathy plus syndrome
6379,histoplasmosis
6380,HIV Coinfection
6381,HIV Encephalopathy
6382,HIV infectious disease
6383,HIV Seropositivity
6384,HIV wasting syndrome
6385,HIV-1-Associated Cognitive Motor Complex
6386,HIV-Associated Lipodystrophy Syndrome
6387,HMN (Hereditary Motor Neuropathy) Proximal Type I
6388,Hodgkin Disease
6389,"Hodgkin lymphoma, lymphocyte depletion"
6390,Hodgkin's granuloma
6391,"Hodgkin's lymphoma, lymphocytic depletion"
6392,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance"
6393,"Hodgkin's lymphoma, mixed cellularity"
6394,Hodgkin's paragranuloma
6395,Hodgkins lymphoma
6396,Hoffman's Reflex
6397,Holmes-Adie syndrome
6398,holocarboxylase synthetase deficiency
6399,holoprosencephaly
6400,holoprosencephaly 11
6401,holoprosencephaly 2
6402,holoprosencephaly 3
6403,holoprosencephaly 4
6404,holoprosencephaly 5
6405,holoprosencephaly 7
6406,holoprosencephaly 9
6407,Holt-Oram syndrome
6408,homocarnosinosis
6409,homocystinuria
6410,"HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY"
6411,homocystinuria due to methylene tetrahydrofolate reductase deficiency
6412,"Homocystinuria, CblD Type, Variant 1"
6413,Homozygous familial hypercholesterolemia
6414,horizontal gaze palsy with progressive scoliosis
6415,Horizontal Nystagmus
6416,Hormone receptor positive malignant neoplasm of breast
6417,Hormone refractory prostate cancer
6418,hot water reflex epilepsy
6419,Hoyeraal-Hreidarsson syndrome
6420,HSD10 mitochondrial disease
6421,human African trypanosomiasis
6422,Human epidermal growth factor 2 negative carcinoma of breast
6423,Human epidermal growth factor 2 positive gastric cancer
6424,human HOXA1 syndromes
6425,human papilloma virus infection
6426,Human papillomavirus infectious disease
6427,"Human Transmissible Spongiform Encephalopathies, Inherited"
6428,humerofemoral hypoplasia with radiotibial ray deficiency
6429,Humoral hypercalcemia of malignancy
6430,Huntington disease
6431,Huntington disease-like 1
6432,Huntington disease-like 2
6433,"Huntington Disease, Late Onset"
6434,Hurler syndrome
6435,Hurler-Scheie syndrome
6436,Hurthle Cell Tumor
6437,Hutchinson-Gilford progeria syndrome
6438,hyaline body myopathy
6439,hyaline fibromatosis syndrome
6440,"Hyalinosis, Segmental Glomerular"
6441,"Hyalinosis, Systemic"
6442,hydatidiform mole
6443,"Hydatidiform mole, benign"
6444,"hydatidiform mole, recurrent, 1"
6445,"hydatidiform mole, recurrent, 2"
6446,hydranencephaly
6447,Hydranencephaly and Abnormal Genitalia
6448,hydroa vacciniforme
6449,hydrocephalus
6450,Hydrocephalus Ex-Vacuo
6451,"hydrocephalus, congenital, 3, with brain anomalies"
6452,"hydrocephalus, nonsyndromic, autosomal recessive 1"
6453,"hydrocephalus, nonsyndromic, autosomal recessive 2"
6454,"Hydrocephalus, X-Linked, with Congenital Idiopathic Intestinal Pseudoobstruction"
6455,hydrolethalus syndrome
6456,hydrolethalus syndrome 1
6457,hydrolethalus syndrome 2
6458,hydronephrosis
6459,Hydronephrosis Due To Pujo
6460,hydrophthalmos
6461,hydrops fetalis
6462,"hydrops fetalis, idiopathic"
6463,"hydrops fetalis, nonimmune, and/or atrial septal defect, susceptibility to"
6464,hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome
6465,Hydroxymethylbilane Synthase Deficiency
6466,Hymenolepiasis Infections
6467,Hyper-IgE recurrent infection syndrome 1
6468,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant"
6469,hyper-IgE syndrome
6470,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
6471,"Hyper-IgM Immunodeficiency Syndrome, Type 2"
6472,"Hyper-IgM Immunodeficiency Syndrome, Type 3"
6473,"Hyper-IgM Immunodeficiency Syndrome, Type 5"
6474,"HYPER-IgM IMMUNODEFICIENCY, X-LINKED, WITH ECTODERMAL DYSPLASIA, HYPOHIDROTIC"
6475,hyper-IgM syndrome
6476,hyper-IgM syndrome type 1
6477,hyper-IgM syndrome type 2
6478,hyper-IgM syndrome type 3
6479,hyper-IgM syndrome type 5
6480,"Hyper-Immunoglobulin E Syndrome, Autosomal Dominant"
6481,Hyperactive behavior
6482,hyperaldosteronism
6483,"hyperaldosteronism, familial, type IV"
6484,Hyperalgesia
6485,"Hyperalgesia, Primary"
6486,"Hyperalgesia, Secondary"
6487,"Hyperalgesia, Thermal"
6488,hyperalphalipoproteinemia
6489,HYPERALPHALIPOPROTEINEMIA 1
6490,Hyperammonemia
6491,Hyperammonemia associated with N-acetylglutamate synthase deficiency
6492,Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency
6493,hyperammonemia due to N-acetylglutamate synthase deficiency
6494,"Hyperammonemia, type III"
6495,hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency
6496,hyperandrogenism
6497,"Hyperandrogenism, Nonclassic Type, due to 21-Hydroxylase Deficiency"
6498,hyperargininemia
6499,hyperbilirubinemia
6500,"Hyperbilirubinemia, Neonatal"
6501,hyperbiliverdinemia
6502,hypercalcemia disease
6503,Hypercalcemia due to Primary Hyperparathyroidism
6504,Hypercalcemia in parathyroid carcinoma
6505,Hypercalcemia in primary hyperparathyroidism
6506,Hypercalcemia Treatment Adjunct
6507,"Hypercalcemia, Idiopathic, of Infancy"
6508,"hypercalcemia, infantile"
6509,"hypercalcemia, infantile 2"
6510,"Hypercalcemia, Infantile, 1"
6511,Hypercalciuria
6512,"hypercalciuria, absorptive, 2"
6513,"Hypercalciuria, childhood idiopathic"
6514,"HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING"
6515,Hypercapnia
6516,"Hypercarotenemia And Vitamin A Deficiency, Autosomal Dominant"
6517,"hypercholanemia, familial 1"
6518,Hypercholesterolemia
6519,hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
6520,"hypercholesterolemia, autosomal dominant, 3"
6521,"hypercholesterolemia, autosomal dominant, type B"
6522,"Hypercholesterolemia, Familial"
6523,"hypercholesterolemia, familial, 1"
6524,"hypercholesterolemia, familial, 4"
6525,"Hypercholesterolemia, familial, due to ligand-defective apolipoprotein B"
6526,"Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial"
6527,hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency
6528,hyperekplexia 1
6529,hyperekplexia 2
6530,hyperekplexia 3
6531,hyperekplexia 4
6532,Hyperemia
6533,hypereosinophilic syndrome
6534,Hyperesthesia
6535,"Hyperesthesia, Tactile"
6536,"Hyperesthesia, Thermal"
6537,Hyperexplexia hereditary
6538,Hyperfibrinolysis Induced Hemorrhage
6539,"Hyperfibrinolysis, Familial, Due To Increased Release Of Tissue Plasminogen Activator"
6540,Hypergammaglobulinemia
6541,hyperglycemia
6542,"Hyperglycemia, Postprandial"
6543,"Hyperglycinemia, Nonketotic, Type I"
6544,"Hyperglycinemia, Nonketotic, Type II"
6545,"Hyperglycinemia, Nonketotic, Type III"
6546,"Hyperglycinemia, Transient Neonatal"
6547,hyperglycinuria
6548,"Hypergonadotropic Ovarian Failure, X-Linked"
6549,Hyperhidrosis
6550,Hyperhidrosis of axilla
6551,hyperhomocysteinemia
6552,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED"
6553,hyperimmunoglobulinemia D with periodic fever
6554,hyperinsulinemic hypoglycemia
6555,"hyperinsulinemic hypoglycemia, familial, 1"
6556,"hyperinsulinemic hypoglycemia, familial, 2"
6557,"Hyperinsulinemic hypoglycemia, familial, 3"
6558,"hyperinsulinemic hypoglycemia, familial, 4"
6559,hyperinsulinism
6560,hyperinsulinism due to glucokinase deficiency
6561,hyperinsulinism due to HNF1A deficiency
6562,hyperinsulinism due to HNF4A deficiency
6563,hyperinsulinism due to INSR deficiency
6564,hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency
6565,hyperinsulinism due to UCP2 deficiency
6566,hyperinsulinism-hyperammonemia syndrome
6567,Hyperkalemia
6568,hyperkalemic periodic paralysis
6569,Hyperkalemic Periodic Paralysis Type 2
6570,Hyperkeratosis
6571,Hyperkeratosis of the palms and soles and esophageal papillomas
6572,"Hyperkeratosis, Epidermolytic"
6573,Hyperkeratotic Cutaneous Capillary-Venous Malformations Associated With Cerebral Capillary Malformations
6574,"Hyperkinesia, Generalized"
6575,Hyperkinesis
6576,Hyperlipemia with Familial Hypercholesterolemic Xanthomatosis
6577,hyperlipidemia
6578,hyperlipidemia due to hepatic triglyceride lipase deficiency
6579,"hyperlipidemia, combined, 1"
6580,"Hyperlipidemia, Familial Combined"
6581,"hyperlipidemia, familial combined, LPL related"
6582,hyperlipoproteinemia
6583,hyperlipoproteinemia type 3
6584,Hyperlipoproteinemia Type I
6585,Hyperlipoproteinemia Type IIa
6586,Hyperlipoproteinemia Type IIb
6587,hyperlipoproteinemia type IV
6588,hyperlipoproteinemia type V
6589,"hyperlipoproteinemia, type 1D"
6590,hyperlysinemia
6591,hyperlysinuria with hyperammonemia
6592,hypermanganesemia with dystonia
6593,hypermanganesemia with dystonia 2
6594,Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
6595,Hypermethioninemia
6596,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
6597,Hypermetria (finding)
6598,Hypernatremia
6599,hyperopia
6600,Hyperornithinemia
6601,hyperostosis
6602,hyperostosis corticalis generalisata
6603,hyperostosis cranialis interna
6604,Hyperoxaluria
6605,Hyperoxia
6606,hyperparathyroidism
6607,hyperparathyroidism 1
6608,Hyperparathyroidism 2
6609,hyperparathyroidism 2 with jaw tumors
6610,hyperparathyroidism 4
6611,Hyperparathyroidism Secondary to Chronic Renal Failure
6612,Hyperparathyroidism Secondary to Chronic Renal Failure with Dialysis
6613,Hyperphagia
6614,hyperphenylalaninemia due to DNAJC12 deficiency
6615,hyperphenylalaninemia due to tetrahydrobiopterin deficiency
6616,Hyperphenylalaninemia with primapterinuria
6617,"Hyperphenylalaninemia, BH4-Deficient, B"
6618,"Hyperphenylalaninemia, BH4-Deficient, Due To Partial PTS Deficiency"
6619,"Hyperphenylalaninemia, Non-Phenylketonuric"
6620,"Hyperphenylalaninemia, Non-Pku Mild"
6621,Hyperphosphatasemia with bone disease
6622,hyperphosphatasia with intellectual disability syndrome 1
6623,hyperphosphatasia with intellectual disability syndrome 2
6624,hyperphosphatasia with intellectual disability syndrome 3
6625,hyperphosphatasia with intellectual disability syndrome 4
6626,hyperphosphatasia with intellectual disability syndrome 5
6627,hyperphosphatasia with intellectual disability syndrome 6
6628,Hyperphosphatasia with Mental Retardation
6629,hyperphosphatasia-intellectual disability syndrome
6630,hyperphosphatemia
6631,Hyperpigmentation
6632,"hyperpigmentation with or without hypopigmentation, familial progressive"
6633,Hyperpipecolic Acidemia
6634,hyperplasia
6635,"Hyperpotassemia and Hypertension, Familial"
6636,hyperproinsulinemia
6637,hyperprolactinemia
6638,hyperprolinemia
6639,hyperprolinemia type 1
6640,hyperprolinemia type 2
6641,hyperreflexia
6642,Hypersensitivity
6643,"Hypersensitivity, Delayed"
6644,"Hypersensitivity, Immediate"
6645,Hypersomatotropic gigantism
6646,Hypersomnia
6647,Hypersomnia with Periodic Respiration
6648,hypersplenism
6649,Hypertelorism
6650,Hypertelorism with esophageal abnormality and hypospadias
6651,"hypertelorism, Teebi type"
6652,Hypertension Secondary to Pheochromocytoma
6653,Hypertension with Left Ventricular Hypertrophy
6654,"Hypertension, Diastolic, Resistance to"
6655,"Hypertension, Goldblatt"
6656,"hypertension, pregnancy-induced"
6657,hypertensive disorder
6658,Hypertensive Emergencies
6659,Hypertensive emergency
6660,Hypertensive urgency
6661,hyperthyroidism
6662,hyperthyroxinemia
6663,"hyperthyroxinemia, dystransthyretinemic"
6664,"hyperthyroxinemia, familial dysalbuminemic"
6665,"Hypertonia, Detrusor Muscle"
6666,"Hypertonia, Infantile"
6667,"Hypertonia, Neonatal"
6668,"Hypertonia, Sphincter"
6669,"Hypertonia, Transient"
6670,hypertrichosis
6671,hypertrichosis of eyelid
6672,"Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia"
6673,hypertrichosis-acromegaloid facial appearance syndrome
6674,"HYPERTRICHOSIS, CONGENITAL GENERALIZED"
6675,hypertrichotic osteochondrodysplasia Cantu type
6676,hypertriglyceridemia
6677,"hypertriglyceridemia, familial"
6678,hypertrophic cardiomyopathy
6679,hypertrophic cardiomyopathy 1
6680,hypertrophic cardiomyopathy 10
6681,hypertrophic cardiomyopathy 11
6682,hypertrophic cardiomyopathy 12
6683,hypertrophic cardiomyopathy 13
6684,hypertrophic cardiomyopathy 14
6685,hypertrophic cardiomyopathy 15
6686,hypertrophic cardiomyopathy 16
6687,hypertrophic cardiomyopathy 17
6688,hypertrophic cardiomyopathy 18
6689,hypertrophic cardiomyopathy 19
6690,hypertrophic cardiomyopathy 2
6691,hypertrophic cardiomyopathy 20
6692,hypertrophic cardiomyopathy 25
6693,hypertrophic cardiomyopathy 26
